Step;AvgWaiting;MedianWaiting;9/10Quantile;MaxWaiting;
141550;6;0;15;756;
141560;6;0;15;756;
141570;6;0;15;756;
141580;6;0;15;756;
141590;6;0;15;756;
141600;6;0;15;756;
141610;6;0;15;756;
141620;6;0;15;756;
141630;6;0;15;756;
141640;6;0;15;756;
141650;6;0;15;756;
141660;6;0;15;756;
141670;6;0;15;756;
141680;6;0;15;756;
141690;6;0;15;756;
141700;6;0;15;756;
141710;6;0;15;756;
141720;6;0;15;756;
141730;6;0;15;756;
141740;6;0;15;756;
141750;6;0;15;756;
141760;6;0;15;756;
141770;6;0;15;756;
141780;6;0;15;756;
141790;6;0;15;756;
141800;6;0;15;756;
141810;6;0;15;756;
141820;6;0;15;756;
141830;6;0;15;756;
141840;6;0;15;756;
141850;6;0;15;756;
141860;6;0;15;756;
141870;6;0;15;756;
141880;6;0;15;756;
141890;6;0;15;756;
141900;6;0;15;756;
141910;6;0;15;756;
141920;6;0;15;756;
141930;6;0;15;756;
141940;6;0;15;756;
141950;6;0;15;756;
141960;6;0;15;756;
141970;6;0;15;756;
141980;6;0;15;756;
141990;6;0;15;756;
142000;6;0;15;756;
142010;6;0;15;756;
142020;6;0;15;756;
142030;6;0;15;756;
142040;6;0;15;756;
142050;6;0;15;756;
142060;6;0;15;756;
142070;6;0;15;756;
142080;6;0;15;756;
142090;6;0;15;756;
142100;6;0;15;756;
142110;6;0;15;756;
142120;6;0;15;756;
142130;6;0;15;756;
142140;6;0;15;756;
142150;6;0;15;756;
142160;6;0;15;756;
142170;6;0;15;756;
142180;6;0;15;756;
142190;6;0;15;756;
142200;6;0;15;756;
142210;6;0;15;756;
142220;6;0;15;756;
142230;6;0;15;756;
142240;6;0;15;756;
142250;6;0;15;756;
142260;6;0;15;756;
142270;6;0;15;756;
142280;6;0;15;756;
142290;6;0;15;756;
142300;6;0;15;756;
142310;6;0;15;756;
142320;6;0;15;756;
142330;6;0;15;756;
142340;6;0;15;756;
142350;6;0;15;756;
142360;6;0;15;756;
142370;6;0;15;756;
142380;6;0;15;756;
142390;6;0;15;756;
142400;6;0;15;756;
142410;6;0;15;756;
142420;6;0;15;756;
142430;6;0;15;756;
142440;6;0;15;756;
142450;6;0;15;756;
142460;6;0;15;756;
142470;6;0;15;756;
142480;6;0;15;756;
142490;6;0;15;756;
142500;6;0;15;756;
142510;6;0;15;756;
142520;6;0;15;756;
142530;6;0;15;756;
142540;6;0;15;756;
142550;6;0;15;756;
142560;6;0;15;756;
142570;6;0;15;756;
142580;6;0;15;756;
142590;6;0;15;756;
142600;6;0;15;756;
142610;6;0;15;756;
142620;6;0;15;756;
142630;6;0;15;756;
142640;6;0;15;756;
142650;6;0;15;756;
142660;6;0;15;756;
142670;6;0;15;756;
142680;6;0;15;756;
142690;6;0;15;756;
142700;6;0;15;756;
142710;6;0;15;756;
142720;6;0;15;756;
142730;6;0;15;756;
142740;6;0;15;756;
142750;6;0;15;756;
142760;6;0;15;756;
142770;6;0;15;756;
142780;6;0;15;756;
142790;6;0;15;756;
142800;6;0;15;756;
142810;6;0;15;756;
142820;6;0;15;756;
142830;6;0;15;756;
142840;6;0;15;756;
142850;6;0;15;756;
142860;6;0;15;756;
142870;6;0;15;756;
142880;6;0;15;756;
142890;6;0;15;756;
142900;6;0;15;756;
142910;6;0;15;756;
142920;6;0;15;756;
142930;6;0;15;756;
142940;6;0;15;756;
142950;6;0;15;756;
142960;6;0;15;756;
142970;6;0;15;756;
142980;6;0;15;756;
142990;6;0;15;756;
143000;6;0;15;756;
143010;6;0;15;756;
143020;6;0;15;756;
143030;6;0;15;756;
143040;6;0;15;756;
143050;6;0;15;756;
143060;6;0;15;756;
143070;6;0;15;756;
143080;6;0;15;756;
143090;6;0;15;756;
143100;6;0;15;756;
143110;6;0;15;756;
143120;6;0;15;756;
143130;6;0;15;756;
143140;6;0;15;756;
143150;6;0;15;756;
143160;6;0;15;756;
143170;6;0;15;756;
143180;6;0;15;756;
143190;6;0;15;756;
143200;6;0;15;756;
143210;6;0;15;756;
143220;6;0;15;756;
143230;6;0;15;756;
143240;6;0;15;756;
143250;6;0;15;756;
143260;6;0;15;756;
143270;6;0;15;756;
143280;6;0;15;756;
143290;6;0;15;756;
143300;6;0;15;756;
143310;6;0;15;756;
143320;6;0;15;756;
143330;6;0;15;756;
143340;6;0;15;756;
143350;6;0;15;756;
143360;6;0;15;756;
143370;6;0;15;756;
143380;6;0;15;756;
143390;6;0;15;756;
143400;6;0;15;756;
143410;6;0;15;756;
143420;6;0;15;756;
143430;6;0;15;756;
143440;6;0;15;756;
143450;6;0;15;756;
143460;6;0;15;756;
143470;6;0;15;756;
143480;6;0;15;756;
143490;6;0;15;756;
143500;6;0;15;756;
143510;6;0;15;756;
143520;6;0;15;756;
143530;6;0;15;756;
143540;6;0;15;756;
143550;6;0;15;756;
143560;6;0;15;756;
143570;6;0;15;756;
143580;6;0;15;756;
143590;6;0;15;756;
143600;6;0;15;756;
143610;6;0;15;756;
143620;6;0;15;756;
143630;6;0;15;756;
143640;6;0;15;756;
143650;6;0;15;756;
143660;6;0;15;756;
143670;6;0;15;756;
143680;6;0;15;756;
143690;6;0;15;756;
143700;6;0;15;756;
143710;6;0;15;756;
143720;6;0;15;756;
143730;6;0;15;756;
143740;6;0;15;756;
143750;6;0;15;756;
143760;6;0;15;756;
143770;6;0;15;756;
143780;6;0;15;756;
143790;6;0;15;756;
143800;6;0;15;756;
143810;6;0;15;756;
143820;6;0;15;756;
143830;6;0;15;756;
143840;6;0;15;756;
143850;6;0;15;756;
143860;6;0;15;756;
143870;6;0;15;756;
143880;6;0;15;756;
143890;6;0;15;756;
143900;6;0;15;756;
143910;6;0;15;756;
143920;6;0;15;756;
143930;6;0;15;756;
143940;6;0;15;756;
143950;6;0;15;756;
143960;6;0;15;756;
143970;6;0;15;756;
143980;6;0;15;756;
143990;6;0;15;756;
144000;6;0;15;756;
144010;6;0;15;756;
144020;6;0;15;756;
144030;6;0;15;756;
144040;6;0;15;756;
144050;6;0;15;756;
144060;6;0;15;756;
144070;6;0;15;756;
144080;6;0;15;756;
144090;6;0;15;756;
144100;6;0;15;756;
144110;6;0;15;756;
144120;6;0;15;756;
144130;6;0;15;756;
144140;6;0;15;756;
144150;6;0;15;756;
144160;6;0;15;756;
144170;6;0;15;756;
144180;6;0;15;756;
144190;6;0;15;756;
144200;6;0;15;756;
144210;6;0;15;756;
144220;6;0;15;756;
144230;6;0;15;756;
144240;6;0;15;756;
144250;6;0;15;756;
144260;6;0;15;756;
144270;6;0;15;756;
144280;6;0;15;756;
144290;6;0;15;756;
144300;6;0;15;756;
144310;6;0;15;756;
144320;6;0;15;756;
144330;6;0;15;756;
144340;6;0;15;756;
144350;6;0;15;756;
144360;6;0;15;756;
144370;6;0;15;756;
144380;6;0;15;756;
144390;6;0;15;756;
144400;6;0;15;756;
144410;6;0;15;756;
144420;6;0;15;756;
144430;6;0;15;756;
144440;6;0;15;756;
144450;6;0;15;756;
144460;6;0;15;756;
144470;6;0;15;756;
144480;6;0;15;756;
144490;6;0;15;756;
144500;6;0;15;756;
144510;6;0;15;756;
144520;6;0;15;756;
144530;6;0;15;756;
144540;6;0;15;756;
144550;6;0;15;756;
144560;6;0;15;756;
144570;6;0;15;756;
144580;6;0;15;756;
144590;6;0;15;756;
144600;6;0;15;756;
144610;6;0;15;756;
144620;6;0;15;756;
144630;6;0;15;756;
144640;6;0;15;756;
144650;6;0;15;756;
144660;6;0;15;756;
144670;6;0;15;756;
144680;6;0;15;756;
144690;6;0;15;756;
144700;6;0;15;756;
144710;6;0;15;756;
144720;6;0;15;756;
144730;6;0;15;756;
144740;6;0;15;756;
144750;6;0;15;756;
144760;6;0;15;756;
144770;6;0;15;756;
144780;6;0;15;756;
144790;6;0;15;756;
144800;6;0;15;756;
144810;6;0;15;756;
144820;6;0;15;756;
144830;6;0;15;756;
144840;6;0;15;756;
144850;6;0;15;756;
144860;6;0;15;756;
144870;6;0;15;756;
144880;6;0;15;756;
144890;6;0;15;756;
144900;6;0;15;756;
144910;6;0;15;756;
144920;6;0;15;756;
144930;6;0;15;756;
144940;6;0;15;756;
144950;6;0;15;756;
144960;6;0;15;756;
144970;6;0;15;756;
144980;6;0;15;756;
144990;6;0;15;756;
145000;6;0;15;756;
145010;6;0;15;756;
145020;6;0;15;756;
145030;6;0;15;756;
145040;6;0;15;756;
145050;6;0;15;756;
145060;6;0;15;756;
145070;6;0;15;756;
145080;6;0;15;756;
145090;6;0;15;756;
145100;6;0;15;756;
145110;6;0;15;756;
145120;6;0;15;756;
145130;6;0;15;756;
145140;6;0;15;756;
145150;6;0;15;756;
145160;6;0;15;756;
145170;6;0;15;756;
145180;6;0;15;756;
145190;6;0;15;756;
145200;6;0;15;756;
145210;6;0;15;756;
145220;6;0;15;756;
145230;6;0;15;756;
145240;6;0;15;756;
145250;6;0;15;756;
145260;6;0;15;756;
145270;6;0;15;756;
145280;6;0;15;756;
145290;6;0;15;756;
145300;6;0;15;756;
145310;6;0;15;756;
145320;6;0;15;756;
145330;6;0;15;756;
145340;6;0;15;756;
145350;6;0;15;756;
145360;6;0;15;756;
145370;6;0;15;756;
145380;6;0;15;756;
145390;6;0;15;756;
145400;6;0;15;756;
145410;6;0;15;756;
145420;6;0;15;756;
145430;6;0;15;756;
145440;6;0;15;756;
145450;6;0;15;756;
145460;6;0;15;756;
145470;6;0;15;756;
145480;6;0;15;756;
145490;6;0;15;756;
145500;6;0;15;756;
145510;6;0;15;756;
145520;6;0;15;756;
145530;6;0;15;756;
145540;6;0;15;756;
145550;6;0;15;756;
145560;6;0;15;756;
145570;6;0;15;756;
145580;6;0;15;756;
145590;6;0;15;756;
145600;6;0;15;756;
145610;6;0;15;756;
145620;6;0;15;756;
145630;6;0;15;756;
145640;6;0;15;756;
145650;6;0;15;756;
145660;6;0;15;756;
145670;6;0;15;756;
145680;6;0;15;756;
145690;6;0;15;756;
145700;6;0;15;756;
145710;6;0;15;756;
145720;6;0;15;756;
145730;6;0;15;756;
145740;6;0;15;756;
145750;6;0;15;756;
145760;6;0;15;756;
145770;6;0;15;756;
145780;6;0;15;756;
145790;6;0;15;756;
145800;6;0;15;756;
145810;6;0;15;756;
145820;6;0;15;756;
145830;6;0;15;756;
145840;6;0;15;756;
145850;6;0;15;756;
145860;6;0;15;756;
145870;6;0;15;756;
145880;6;0;15;756;
145890;6;0;15;756;
145900;6;0;15;756;
145910;6;0;15;756;
145920;6;0;15;756;
145930;6;0;15;756;
145940;6;0;15;756;
145950;6;0;15;756;
145960;6;0;15;756;
145970;6;0;15;756;
145980;6;0;15;756;
145990;6;0;15;756;
146000;6;0;15;756;
146010;6;0;15;756;
146020;6;0;15;756;
146030;6;0;15;756;
146040;6;0;15;756;
146050;6;0;15;756;
146060;6;0;15;756;
146070;6;0;15;756;
146080;6;0;15;756;
146090;6;0;15;756;
146100;6;0;15;756;
146110;6;0;15;756;
146120;6;0;15;756;
146130;6;0;15;756;
146140;6;0;15;756;
146150;6;0;15;756;
146160;6;0;15;756;
146170;6;0;15;756;
146180;6;0;15;756;
146190;6;0;15;756;
146200;6;0;15;756;
146210;6;0;15;756;
146220;6;0;15;756;
146230;6;0;15;756;
146240;6;0;15;756;
146250;6;0;15;756;
146260;6;0;15;756;
146270;6;0;15;756;
146280;6;0;15;756;
146290;6;0;15;756;
146300;6;0;15;756;
146310;6;0;15;756;
146320;6;0;15;756;
146330;6;0;15;756;
146340;6;0;15;756;
146350;6;0;15;756;
146360;6;0;15;756;
146370;6;0;15;756;
146380;6;0;15;756;
146390;6;0;15;756;
146400;6;0;15;756;
146410;6;0;15;756;
146420;6;0;15;756;
146430;6;0;15;756;
146440;6;0;15;756;
146450;6;0;15;756;
146460;6;0;15;756;
146470;6;0;15;756;
146480;6;0;15;756;
146490;6;0;15;756;
146500;6;0;15;756;
146510;6;0;15;756;
146520;6;0;15;756;
146530;6;0;15;756;
146540;6;0;15;756;
146550;6;0;15;756;
146560;6;0;15;756;
146570;6;0;15;756;
146580;6;0;15;756;
146590;6;0;15;756;
146600;6;0;15;756;
146610;6;0;15;756;
146620;6;0;15;756;
146630;6;0;15;756;
146640;6;0;15;756;
146650;6;0;15;756;
146660;6;0;15;756;
146670;6;0;15;756;
146680;6;0;15;756;
146690;6;0;15;756;
146700;6;0;15;756;
146710;6;0;15;756;
146720;6;0;15;756;
146730;6;0;15;756;
146740;6;0;15;756;
146750;6;0;15;756;
146760;6;0;15;756;
146770;6;0;15;756;
146780;6;0;15;756;
146790;6;0;15;756;
146800;6;0;15;756;
146810;6;0;15;756;
146820;6;0;15;756;
146830;6;0;15;756;
146840;6;0;15;756;
146850;6;0;15;756;
146860;6;0;15;756;
146870;6;0;15;756;
146880;6;0;15;756;
146890;6;0;15;756;
146900;6;0;15;756;
146910;6;0;15;756;
146920;6;0;15;756;
146930;6;0;15;756;
146940;6;0;15;756;
146950;6;0;15;756;
146960;6;0;15;756;
146970;6;0;15;756;
146980;6;0;15;756;
146990;6;0;15;756;
147000;6;0;15;756;
147010;6;0;15;756;
147020;6;0;15;756;
147030;6;0;15;756;
147040;6;0;15;756;
147050;6;0;15;756;
147060;6;0;15;756;
147070;6;0;15;756;
147080;6;0;15;756;
147090;6;0;15;756;
147100;6;0;15;756;
147110;6;0;15;756;
147120;6;0;15;756;
147130;6;0;15;756;
147140;6;0;15;756;
147150;6;0;15;756;
147160;6;0;15;756;
147170;6;0;15;756;
147180;6;0;15;756;
147190;6;0;15;756;
147200;6;0;15;756;
147210;6;0;15;756;
147220;6;0;15;756;
147230;6;0;15;756;
147240;6;0;15;756;
147250;6;0;15;756;
147260;6;0;15;756;
147270;6;0;15;756;
147280;6;0;15;756;
147290;6;0;15;756;
147300;6;0;15;756;
147310;6;0;15;756;
147320;6;0;15;756;
147330;6;0;15;756;
147340;6;0;15;756;
147350;6;0;15;756;
147360;6;0;15;756;
147370;6;0;15;756;
147380;6;0;15;756;
147390;6;0;15;756;
147400;6;0;15;756;
147410;6;0;15;756;
147420;6;0;15;756;
147430;6;0;15;756;
147440;6;0;15;756;
147450;6;0;15;756;
147460;6;0;15;756;
147470;6;0;15;756;
147480;6;0;15;756;
147490;6;0;15;756;
147500;6;0;15;756;
147510;6;0;15;756;
147520;6;0;15;756;
147530;6;0;15;756;
147540;6;0;15;756;
147550;6;0;15;756;
147560;6;0;15;756;
147570;6;0;15;756;
147580;6;0;15;756;
147590;6;0;15;756;
147600;6;0;15;756;
147610;6;0;15;756;
147620;6;0;15;756;
147630;6;0;15;756;
147640;6;0;15;756;
147650;6;0;15;756;
147660;6;0;15;756;
147670;6;0;15;756;
147680;6;0;15;756;
147690;6;0;15;756;
147700;6;0;15;756;
147710;6;0;15;756;
147720;6;0;15;756;
147730;6;0;15;756;
147740;6;0;15;756;
147750;6;0;15;756;
147760;6;0;15;756;
147770;6;0;15;756;
147780;6;0;15;756;
147790;6;0;15;756;
147800;6;0;15;756;
147810;6;0;15;756;
147820;6;0;15;756;
147830;6;0;15;756;
147840;6;0;15;756;
147850;6;0;15;756;
147860;6;0;15;756;
147870;6;0;15;756;
147880;6;0;15;756;
147890;6;0;15;756;
147900;6;0;15;756;
147910;6;0;15;756;
147920;6;0;15;756;
147930;6;0;15;756;
147940;6;0;15;756;
147950;6;0;15;756;
147960;6;0;15;756;
147970;6;0;15;756;
147980;6;0;15;756;
147990;6;0;15;756;
148000;6;0;15;756;
148010;6;0;15;756;
148020;6;0;15;756;
148030;6;0;15;756;
148040;6;0;15;756;
148050;6;0;15;756;
148060;6;0;15;756;
148070;6;0;15;756;
148080;6;0;15;756;
148090;6;0;15;756;
148100;6;0;15;756;
148110;6;0;15;756;
148120;6;0;15;756;
148130;6;0;15;756;
148140;6;0;15;756;
148150;6;0;15;756;
148160;6;0;15;756;
148170;6;0;15;756;
148180;6;0;15;756;
148190;6;0;15;756;
148200;6;0;15;756;
148210;6;0;15;756;
148220;6;0;15;756;
148230;6;0;15;756;
148240;6;0;15;756;
148250;6;0;15;756;
148260;6;0;15;756;
148270;6;0;15;756;
148280;6;0;15;756;
148290;6;0;15;756;
148300;6;0;15;756;
148310;6;0;15;756;
148320;6;0;15;756;
148330;6;0;15;756;
148340;6;0;15;756;
148350;6;0;15;756;
148360;6;0;15;756;
148370;6;0;15;756;
148380;6;0;15;756;
148390;6;0;15;756;
148400;6;0;15;756;
148410;6;0;15;756;
148420;6;0;15;756;
148430;6;0;15;756;
148440;6;0;15;756;
148450;6;0;15;756;
148460;6;0;15;756;
148470;6;0;15;756;
148480;6;0;15;756;
148490;6;0;15;756;
148500;6;0;15;756;
148510;6;0;15;756;
148520;6;0;15;756;
148530;6;0;15;756;
148540;6;0;15;756;
148550;6;0;15;756;
148560;6;0;15;756;
148570;6;0;15;756;
148580;6;0;15;756;
148590;6;0;15;756;
148600;6;0;15;756;
148610;6;0;15;756;
148620;6;0;15;756;
148630;6;0;15;756;
148640;6;0;15;756;
148650;6;0;15;756;
148660;6;0;15;756;
148670;6;0;15;756;
148680;6;0;15;756;
148690;6;0;15;756;
148700;6;0;15;756;
148710;6;0;15;756;
148720;6;0;15;756;
148730;6;0;15;756;
148740;6;0;15;756;
148750;6;0;15;756;
148760;6;0;15;756;
148770;6;0;15;756;
148780;6;0;15;756;
148790;6;0;15;756;
148800;6;0;15;756;
148810;6;0;15;756;
148820;6;0;15;756;
148830;6;0;15;756;
148840;6;0;15;756;
148850;6;0;15;756;
148860;6;0;15;756;
148870;6;0;15;756;
148880;6;0;15;756;
148890;6;0;15;756;
148900;6;0;15;756;
148910;6;0;15;756;
148920;6;0;15;756;
148930;6;0;15;756;
148940;6;0;15;756;
148950;6;0;15;756;
148960;6;0;15;756;
148970;6;0;15;756;
148980;6;0;15;756;
148990;6;0;15;756;
149000;6;0;15;756;
149010;6;0;15;756;
149020;6;0;15;756;
149030;6;0;15;756;
149040;6;0;15;756;
149050;6;0;15;756;
149060;6;0;15;756;
149070;6;0;15;756;
149080;6;0;15;756;
149090;6;0;15;756;
149100;6;0;15;756;
149110;6;0;15;756;
149120;6;0;15;756;
149130;6;0;15;756;
149140;6;0;15;756;
149150;6;0;15;756;
149160;6;0;15;756;
149170;6;0;15;756;
149180;6;0;15;756;
149190;6;0;15;756;
149200;6;0;15;756;
149210;6;0;15;756;
149220;6;0;15;756;
149230;6;0;15;756;
149240;6;0;15;756;
149250;6;0;15;756;
149260;6;0;15;756;
149270;6;0;15;756;
149280;6;0;15;756;
149290;6;0;15;756;
149300;6;0;15;756;
149310;6;0;15;756;
149320;6;0;15;756;
149330;6;0;15;756;
149340;6;0;15;756;
149350;6;0;15;756;
149360;6;0;15;756;
149370;6;0;15;756;
149380;6;0;15;756;
149390;6;0;15;756;
149400;6;0;15;756;
149410;6;0;15;756;
149420;6;0;15;756;
149430;6;0;15;756;
149440;6;0;15;756;
149450;6;0;15;756;
149460;6;0;15;756;
149470;6;0;15;756;
149480;6;0;15;756;
149490;6;0;15;756;
149500;6;0;15;756;
149510;6;0;15;756;
149520;6;0;15;756;
149530;6;0;15;756;
149540;6;0;15;756;
149550;6;0;15;756;
149560;6;0;15;756;
149570;6;0;15;756;
149580;6;0;15;756;
149590;6;0;15;756;
149600;6;0;15;756;
149610;6;0;15;756;
149620;6;0;15;756;
149630;6;0;15;756;
149640;6;0;15;756;
149650;6;0;15;756;
149660;6;0;15;756;
149670;6;0;15;756;
149680;6;0;15;756;
149690;6;0;15;756;
149700;6;0;15;756;
149710;6;0;15;756;
149720;6;0;15;756;
149730;6;0;15;756;
149740;6;0;15;756;
149750;6;0;15;756;
149760;6;0;15;756;
149770;6;0;15;756;
149780;6;0;15;756;
149790;6;0;15;756;
149800;6;0;15;756;
149810;6;0;15;756;
149820;6;0;15;756;
149830;6;0;15;756;
149840;6;0;15;756;
149850;6;0;15;756;
149860;6;0;15;756;
149870;6;0;15;756;
149880;6;0;15;756;
149890;6;0;15;756;
149900;6;0;15;756;
149910;6;0;15;756;
149920;6;0;15;756;
149930;6;0;15;756;
149940;6;0;15;756;
149950;6;0;15;756;
149960;6;0;15;756;
149970;6;0;15;756;
149980;6;0;15;756;
149990;6;0;15;756;
150000;6;0;15;756;
150010;6;0;15;756;
150020;6;0;15;756;
150030;6;0;15;756;
150040;6;0;15;756;
150050;6;0;15;756;
150060;6;0;15;756;
150070;6;0;15;756;
150080;6;0;15;756;
150090;6;0;15;756;
150100;6;0;15;756;
150110;6;0;15;756;
150120;6;0;15;756;
150130;6;0;15;756;
150140;6;0;15;756;
150150;6;0;15;756;
150160;6;0;15;756;
150170;6;0;15;756;
150180;6;0;15;756;
150190;6;0;15;756;
150200;6;0;15;756;
150210;6;0;15;756;
150220;6;0;15;756;
150230;6;0;15;756;
150240;6;0;15;756;
150250;6;0;15;756;
150260;6;0;15;756;
150270;6;0;15;756;
150280;6;0;15;756;
150290;6;0;15;756;
150300;6;0;15;756;
150310;6;0;15;756;
150320;6;0;15;756;
150330;6;0;15;756;
150340;6;0;15;756;
150350;6;0;15;756;
150360;6;0;15;756;
150370;6;0;15;756;
150380;6;0;15;756;
150390;6;0;15;756;
150400;6;0;15;756;
150410;6;0;15;756;
150420;6;0;15;756;
150430;6;0;15;756;
150440;6;0;15;756;
150450;6;0;15;756;
150460;6;0;15;756;
150470;6;0;15;756;
150480;6;0;15;756;
150490;6;0;15;756;
150500;6;0;15;756;
150510;6;0;15;756;
150520;6;0;15;756;
150530;6;0;15;756;
150540;6;0;15;756;
150550;6;0;15;756;
150560;6;0;15;756;
150570;6;0;15;756;
150580;6;0;15;756;
150590;6;0;15;756;
150600;6;0;15;756;
150610;6;0;15;756;
150620;6;0;15;756;
150630;6;0;15;756;
150640;6;0;15;756;
150650;6;0;15;756;
150660;6;0;15;756;
150670;6;0;15;756;
150680;6;0;15;756;
150690;6;0;15;756;
150700;6;0;15;756;
150710;6;0;15;756;
150720;6;0;15;756;
150730;6;0;15;756;
150740;6;0;15;756;
150750;6;0;15;756;
150760;6;0;15;756;
150770;6;0;15;756;
150780;6;0;15;756;
150790;6;0;15;756;
150800;6;0;15;756;
150810;6;0;15;756;
150820;6;0;15;756;
150830;6;0;15;756;
150840;6;0;15;756;
150850;6;0;15;756;
150860;6;0;15;756;
150870;6;0;15;756;
150880;6;0;15;756;
150890;6;0;15;756;
150900;6;0;15;756;
150910;6;0;15;756;
150920;6;0;15;756;
150930;6;0;15;756;
150940;6;0;15;756;
150950;6;0;15;756;
150960;6;0;15;756;
150970;6;0;15;756;
150980;6;0;15;756;
150990;6;0;15;756;
151000;6;0;15;756;
151010;6;0;15;756;
151020;6;0;15;756;
151030;6;0;15;756;
151040;6;0;15;756;
151050;6;0;15;756;
151060;6;0;15;756;
151070;6;0;15;756;
151080;6;0;15;756;
151090;6;0;15;756;
151100;6;0;15;756;
151110;6;0;15;756;
151120;6;0;15;756;
151130;6;0;15;756;
151140;6;0;15;756;
151150;6;0;15;756;
151160;6;0;15;756;
151170;6;0;15;756;
151180;6;0;15;756;
151190;6;0;15;756;
151200;6;0;15;756;
151210;6;0;15;756;
151220;6;0;15;756;
151230;6;0;15;756;
151240;6;0;15;756;
151250;6;0;15;756;
151260;6;0;15;756;
151270;6;0;15;756;
151280;6;0;15;756;
151290;6;0;15;756;
151300;6;0;15;756;
151310;6;0;15;756;
151320;6;0;15;756;
151330;6;0;15;756;
151340;6;0;15;756;
151350;6;0;15;756;
151360;6;0;15;756;
151370;6;0;15;756;
151380;6;0;15;756;
151390;6;0;15;756;
151400;6;0;15;756;
151410;6;0;15;756;
151420;6;0;15;756;
151430;6;0;15;756;
151440;6;0;15;756;
151450;6;0;15;756;
151460;6;0;15;756;
151470;6;0;15;756;
151480;6;0;15;756;
151490;6;0;15;756;
151500;6;0;15;756;
151510;6;0;15;756;
151520;6;0;15;756;
151530;6;0;15;756;
151540;6;0;15;756;
151550;6;0;15;756;
151560;6;0;15;756;
151570;6;0;15;756;
151580;6;0;15;756;
151590;6;0;15;756;
151600;6;0;15;756;
151610;6;0;15;756;
151620;6;0;15;756;
151630;6;0;15;756;
151640;6;0;15;756;
151650;6;0;15;756;
151660;6;0;15;756;
151670;6;0;15;756;
151680;6;0;15;756;
151690;6;0;15;756;
151700;6;0;15;756;
151710;6;0;15;756;
151720;6;0;15;756;
151730;6;0;15;756;
151740;6;0;15;756;
151750;6;0;15;756;
151760;6;0;15;756;
151770;6;0;15;756;
151780;6;0;15;756;
151790;6;0;15;756;
151800;6;0;15;756;
151810;6;0;15;756;
151820;6;0;15;756;
151830;6;0;15;756;
151840;6;0;15;756;
151850;6;0;15;756;
151860;6;0;15;756;
151870;6;0;15;756;
151880;6;0;15;756;
151890;6;0;15;756;
151900;6;0;15;756;
151910;6;0;15;756;
151920;6;0;15;756;
151930;6;0;15;756;
151940;6;0;15;756;
151950;6;0;15;756;
151960;6;0;15;756;
151970;6;0;15;756;
151980;6;0;15;756;
151990;6;0;15;756;
152000;6;0;15;756;
152010;6;0;15;756;
152020;6;0;15;756;
152030;6;0;15;756;
152040;6;0;15;756;
152050;6;0;15;756;
152060;6;0;15;756;
152070;6;0;15;756;
152080;6;0;15;756;
152090;6;0;15;756;
152100;6;0;15;756;
152110;6;0;15;756;
152120;6;0;15;756;
152130;6;0;15;756;
152140;6;0;15;756;
152150;6;0;15;756;
152160;6;0;15;756;
152170;6;0;15;756;
152180;6;0;15;756;
152190;6;0;15;756;
152200;6;0;15;756;
152210;6;0;15;756;
152220;6;0;15;756;
152230;6;0;15;756;
152240;6;0;15;756;
152250;6;0;15;756;
152260;6;0;15;756;
152270;6;0;15;756;
152280;6;0;15;756;
152290;6;0;15;756;
152300;6;0;15;756;
152310;6;0;15;756;
152320;6;0;15;756;
152330;6;0;15;756;
152340;6;0;15;756;
152350;6;0;15;756;
152360;6;0;15;756;
152370;6;0;15;756;
152380;6;0;15;756;
152390;6;0;15;756;
152400;6;0;15;756;
152410;6;0;15;756;
152420;6;0;15;756;
152430;6;0;15;756;
152440;6;0;15;756;
152450;6;0;15;756;
152460;6;0;15;756;
152470;6;0;15;756;
152480;6;0;15;756;
152490;6;0;15;756;
152500;6;0;15;756;
152510;6;0;15;756;
152520;6;0;15;756;
152530;6;0;15;756;
152540;6;0;15;756;
152550;6;0;15;756;
152560;6;0;15;756;
152570;6;0;15;756;
152580;6;0;15;756;
152590;6;0;15;756;
152600;6;0;15;756;
152610;6;0;15;756;
152620;6;0;15;756;
152630;6;0;15;756;
152640;6;0;15;756;
152650;6;0;15;756;
152660;6;0;15;756;
152670;6;0;15;756;
152680;6;0;15;756;
152690;6;0;15;756;
152700;6;0;15;756;
152710;6;0;15;756;
152720;6;0;15;756;
152730;6;0;15;756;
152740;6;0;15;756;
152750;6;0;15;756;
152760;6;0;15;756;
152770;6;0;15;756;
152780;6;0;15;756;
152790;6;0;15;756;
152800;6;0;15;756;
152810;6;0;15;756;
152820;6;0;15;756;
152830;6;0;15;756;
152840;6;0;15;756;
152850;6;0;15;756;
152860;6;0;15;756;
152870;6;0;15;756;
152880;6;0;15;756;
152890;6;0;15;756;
152900;6;0;15;756;
152910;6;0;15;756;
152920;6;0;15;756;
152930;6;0;15;756;
152940;6;0;15;756;
152950;6;0;15;756;
152960;6;0;15;756;
152970;6;0;15;756;
152980;6;0;15;756;
152990;6;0;15;756;
153000;6;0;15;756;
153010;6;0;15;756;
153020;6;0;15;756;
153030;6;0;15;756;
153040;6;0;15;756;
153050;6;0;15;756;
153060;6;0;15;756;
153070;6;0;15;756;
153080;6;0;15;756;
153090;6;0;15;756;
153100;6;0;15;756;
153110;6;0;15;756;
153120;6;0;15;756;
153130;6;0;15;756;
153140;6;0;15;756;
153150;6;0;15;756;
153160;6;0;15;756;
153170;6;0;15;756;
