Step;AvgWaiting;MedianWaiting;9/10Quantile;MaxWaiting;
10;0;0;0;0;
20;2;0;10;14;
30;2;0;10;14;
40;2;0;10;14;
50;3;0;10;22;
60;3;0;10;32;
70;3;0;10;32;
80;3;0;12;40;
90;4;0;12;40;
100;4;0;12;40;
110;4;0;12;40;
120;4;0;12;40;
130;4;0;12;40;
140;4;0;12;89;
150;4;0;12;89;
160;4;0;12;89;
170;4;0;12;89;
180;4;0;12;89;
190;4;0;12;105;
200;4;0;12;105;
210;5;0;12;105;
220;5;0;12;105;
230;5;0;12;105;
240;5;0;13;105;
250;5;0;13;105;
260;5;0;14;105;
270;5;0;14;105;
280;5;0;14;105;
290;5;0;14;105;
300;5;0;14;168;
310;5;0;14;168;
320;5;0;14;168;
330;5;0;14;168;
340;5;0;14;168;
350;5;0;14;168;
360;5;0;14;168;
370;5;0;14;168;
380;5;0;14;168;
390;5;0;14;168;
400;5;0;14;168;
410;5;0;14;168;
420;5;0;14;168;
430;5;0;14;168;
440;5;0;14;168;
450;5;0;14;168;
460;5;0;14;168;
470;5;0;14;168;
480;5;0;14;168;
490;5;0;14;168;
500;5;0;14;168;
510;5;0;14;168;
520;5;0;14;168;
530;5;0;14;168;
540;5;0;14;168;
550;5;0;14;168;
560;5;0;14;168;
570;5;0;14;168;
580;5;0;14;168;
590;5;0;14;168;
600;5;0;14;168;
610;5;0;14;168;
620;5;0;14;168;
630;5;0;14;168;
640;5;0;14;168;
650;5;0;14;168;
660;5;0;14;168;
670;5;0;14;168;
680;5;0;14;168;
690;5;0;14;168;
700;5;0;14;168;
710;5;0;14;168;
720;5;0;14;168;
730;5;0;14;168;
740;5;0;14;168;
750;5;0;14;168;
760;5;0;14;168;
770;5;0;14;168;
780;5;0;14;168;
790;5;0;14;168;
800;5;0;14;168;
810;5;0;13;168;
820;5;0;13;168;
830;5;0;13;168;
840;5;0;13;168;
850;5;0;14;168;
860;5;0;13;168;
870;5;0;13;168;
880;5;0;14;168;
890;5;0;13;168;
900;5;0;13;168;
910;5;0;13;168;
920;5;0;13;168;
930;5;0;14;168;
940;5;0;13;168;
950;5;0;13;168;
960;5;0;13;168;
970;5;0;13;168;
980;5;0;13;168;
990;5;0;13;168;
1000;5;0;13;168;
1010;5;0;13;168;
1020;5;0;13;168;
1030;5;0;13;168;
1040;5;0;14;168;
1050;5;0;13;168;
1060;5;0;13;168;
1070;5;0;13;168;
1080;5;0;14;168;
1090;5;0;14;168;
1100;5;0;14;168;
1110;5;0;13;168;
1120;5;0;13;168;
1130;5;0;13;168;
1140;5;0;13;168;
1150;5;0;13;168;
1160;5;0;13;168;
1170;5;0;13;168;
1180;5;0;13;168;
1190;5;0;13;168;
1200;5;0;13;168;
1210;5;0;13;168;
1220;5;0;13;168;
1230;5;0;13;168;
1240;5;0;14;168;
1250;5;0;14;168;
1260;5;0;14;168;
1270;5;0;14;168;
1280;5;0;14;168;
1290;5;0;14;168;
1300;5;0;14;168;
1310;5;0;14;168;
1320;5;0;14;168;
1330;5;0;14;168;
1340;5;0;14;168;
1350;5;0;14;168;
1360;5;0;13;168;
1370;5;0;13;168;
1380;5;0;13;168;
1390;5;0;13;168;
1400;5;0;13;168;
1410;5;0;13;168;
1420;5;0;13;168;
1430;5;0;13;168;
1440;5;0;13;168;
1450;5;0;13;168;
1460;5;0;13;168;
1470;5;0;13;168;
1480;5;0;13;168;
1490;5;0;13;168;
1500;5;0;13;168;
1510;5;0;13;168;
1520;5;0;13;168;
1530;5;0;13;168;
1540;5;0;13;168;
1550;5;0;13;168;
1560;5;0;13;168;
1570;5;0;13;168;
1580;5;0;13;168;
1590;5;0;13;168;
1600;5;0;13;168;
1610;5;0;13;168;
1620;5;0;13;168;
1630;5;0;13;168;
1640;5;0;13;168;
1650;5;0;13;168;
1660;5;0;13;168;
1670;5;0;13;168;
1680;5;0;13;168;
1690;5;0;13;168;
1700;5;0;13;168;
1710;5;0;13;168;
1720;5;0;13;168;
1730;5;0;13;168;
1740;5;0;13;168;
1750;5;0;13;168;
1760;5;0;13;168;
1770;5;0;13;168;
1780;5;0;13;168;
1790;5;0;13;168;
1800;5;0;13;168;
1810;5;0;13;168;
1820;5;0;13;168;
1830;5;0;13;168;
1840;5;0;13;168;
1850;5;0;13;168;
1860;5;0;13;168;
1870;5;0;13;168;
1880;5;0;13;168;
1890;5;0;13;168;
1900;5;0;13;168;
1910;5;0;13;168;
1920;5;0;13;168;
1930;5;0;13;168;
1940;5;0;13;168;
1950;5;0;13;168;
1960;5;0;13;168;
1970;5;0;13;168;
1980;5;0;13;168;
1990;5;0;13;168;
2000;5;0;13;168;
2010;5;0;13;168;
2020;5;0;13;168;
2030;5;0;13;168;
2040;5;0;13;168;
2050;5;0;13;168;
2060;5;0;13;168;
2070;5;0;13;168;
2080;5;0;13;168;
2090;5;0;13;168;
2100;5;0;13;168;
2110;5;0;13;168;
2120;5;0;13;168;
2130;5;0;12;168;
2140;5;0;12;168;
2150;5;0;12;168;
2160;5;0;12;168;
2170;6;0;12;172;
2180;5;0;12;172;
2190;6;0;12;172;
2200;5;0;12;172;
2210;6;0;12;172;
2220;5;0;12;172;
2230;5;0;12;172;
2240;5;0;12;172;
2250;5;0;12;172;
2260;5;0;12;172;
2270;5;0;12;172;
2280;5;0;12;172;
2290;6;0;12;172;
2300;6;0;12;172;
2310;6;0;12;172;
2320;5;0;12;172;
2330;5;0;12;172;
2340;6;0;12;172;
2350;6;0;12;172;
2360;6;0;12;172;
2370;6;0;12;172;
2380;6;0;12;172;
2390;6;0;13;172;
2400;6;0;13;172;
2410;6;0;13;172;
2420;6;0;13;172;
2430;6;0;12;172;
2440;6;0;13;172;
2450;6;0;13;172;
2460;6;0;13;172;
2470;6;0;13;172;
2480;6;0;13;172;
2490;6;0;13;172;
2500;6;0;13;172;
2510;6;0;13;172;
2520;6;0;13;172;
2530;6;0;13;172;
2540;6;0;13;172;
2550;6;0;13;172;
2560;6;0;12;172;
2570;6;0;13;172;
2580;6;0;13;172;
2590;6;0;13;172;
2600;6;0;13;172;
2610;6;0;13;172;
2620;6;0;13;172;
2630;6;0;13;172;
2640;6;0;13;172;
2650;6;0;13;172;
2660;6;0;12;172;
2670;6;0;12;172;
2680;6;0;12;172;
2690;6;0;12;172;
2700;5;0;12;172;
2710;5;0;12;172;
2720;5;0;12;172;
2730;5;0;12;172;
2740;5;0;12;172;
2750;5;0;12;172;
2760;5;0;12;178;
2770;5;0;12;178;
2780;5;0;12;178;
2790;5;0;12;178;
2800;5;0;12;178;
2810;5;0;12;178;
2820;5;0;12;178;
2830;5;0;12;178;
2840;5;0;12;178;
2850;5;0;12;178;
2860;5;0;12;178;
2870;5;0;12;178;
2880;5;0;12;178;
2890;5;0;12;178;
2900;5;0;12;244;
2910;5;0;12;244;
2920;5;0;12;244;
2930;6;0;12;313;
2940;6;0;12;313;
2950;6;0;12;313;
2960;6;0;12;313;
2970;6;0;12;313;
2980;6;0;12;313;
2990;6;0;12;313;
3000;6;0;12;313;
3010;6;0;12;313;
3020;6;0;12;313;
3030;6;0;12;313;
3040;6;0;12;313;
3050;6;0;12;313;
3060;6;0;12;313;
3070;6;0;12;313;
3080;6;0;12;313;
3090;6;0;12;313;
3100;6;0;12;313;
3110;6;0;12;313;
3120;6;0;12;313;
3130;6;0;12;313;
3140;6;0;12;313;
3150;6;0;12;313;
3160;6;0;12;313;
3170;6;0;12;313;
3180;6;0;12;313;
3190;6;0;12;313;
3200;6;0;12;313;
3210;6;0;12;313;
3220;6;0;12;313;
3230;6;0;12;313;
3240;6;0;12;313;
3250;6;0;12;313;
3260;6;0;12;313;
3270;6;0;12;313;
3280;6;0;12;313;
3290;6;0;12;313;
3300;6;0;12;313;
3310;6;0;12;313;
3320;6;0;12;313;
3330;6;0;12;313;
3340;6;0;12;313;
3350;6;0;12;313;
3360;6;0;12;313;
3370;6;0;12;313;
3380;6;0;12;313;
3390;6;0;12;313;
3400;6;0;12;313;
3410;6;0;12;313;
3420;6;0;12;313;
3430;6;0;12;313;
3440;6;0;12;313;
3450;6;0;12;313;
3460;6;0;12;313;
3470;6;0;12;313;
3480;6;0;12;313;
3490;6;0;12;313;
3500;6;0;12;313;
3510;6;0;12;313;
3520;6;0;12;313;
3530;6;0;12;313;
3540;6;0;12;313;
3550;6;0;12;313;
3560;6;0;12;313;
3570;6;0;12;313;
3580;6;0;12;313;
3590;6;0;12;313;
3600;6;0;12;313;
3610;6;0;12;313;
3620;6;0;12;313;
3630;6;0;12;313;
3640;6;0;12;313;
3650;6;0;12;313;
3660;6;0;12;313;
3670;6;0;12;313;
3680;6;0;12;313;
3690;6;0;12;313;
3700;6;0;12;313;
3710;6;0;12;313;
3720;6;0;12;313;
3730;6;0;12;313;
3740;6;0;12;313;
3750;6;0;12;313;
3760;6;0;12;313;
3770;6;0;12;313;
3780;6;0;12;313;
3790;6;0;12;313;
3800;6;0;12;313;
3810;6;0;12;313;
3820;6;0;12;313;
3830;6;0;12;313;
3840;6;0;12;313;
3850;6;0;12;313;
3860;6;0;12;313;
3870;6;0;12;313;
3880;6;0;12;313;
3890;6;0;12;313;
3900;6;0;12;313;
3910;6;0;12;313;
3920;6;0;12;313;
3930;6;0;12;313;
3940;6;0;12;313;
3950;6;0;12;313;
3960;6;0;12;313;
3970;6;0;12;313;
3980;6;0;12;313;
3990;6;0;12;313;
4000;6;0;12;313;
4010;6;0;12;313;
4020;6;0;12;313;
4030;6;0;12;313;
4040;6;0;12;313;
4050;6;0;12;313;
4060;6;0;12;313;
4070;6;0;12;313;
4080;6;0;12;313;
4090;6;0;12;313;
4100;6;0;12;313;
4110;6;0;12;313;
4120;6;0;12;313;
4130;6;0;13;313;
4140;6;0;13;313;
4150;6;0;13;313;
4160;6;0;12;313;
4170;6;0;12;313;
4180;6;0;12;313;
4190;6;0;12;313;
4200;6;0;12;313;
4210;6;0;12;313;
4220;6;0;12;313;
4230;6;0;12;313;
4240;6;0;12;313;
4250;6;0;12;313;
4260;6;0;12;313;
4270;6;0;12;313;
4280;6;0;12;313;
4290;6;0;12;313;
4300;6;0;12;313;
4310;6;0;12;313;
4320;6;0;12;313;
4330;6;0;12;313;
4340;6;0;12;313;
4350;6;0;12;313;
4360;6;0;12;313;
4370;6;0;12;313;
4380;6;0;12;313;
4390;6;0;12;313;
4400;6;0;12;313;
4410;6;0;12;313;
4420;6;0;12;313;
4430;6;0;12;313;
4440;6;0;12;313;
4450;6;0;12;313;
4460;6;0;12;313;
4470;6;0;12;313;
4480;6;0;12;313;
4490;6;0;12;313;
4500;6;0;12;313;
4510;6;0;12;313;
4520;6;0;12;313;
4530;6;0;12;313;
4540;6;0;12;313;
4550;6;0;12;313;
4560;6;0;12;313;
4570;6;0;12;313;
4580;6;0;12;313;
4590;6;0;12;313;
4600;6;0;12;313;
4610;6;0;12;313;
4620;6;0;12;313;
4630;6;0;12;313;
4640;6;0;12;313;
4650;6;0;12;313;
4660;6;0;12;313;
4670;6;0;12;313;
4680;6;0;12;313;
4690;6;0;12;313;
4700;6;0;12;313;
4710;6;0;12;313;
4720;6;0;12;313;
4730;6;0;12;313;
4740;6;0;12;313;
4750;6;0;12;313;
4760;6;0;12;313;
4770;6;0;12;313;
4780;6;0;12;313;
4790;6;0;12;313;
4800;6;0;12;313;
4810;6;0;12;313;
4820;6;0;12;313;
4830;6;0;12;313;
4840;6;0;12;313;
4850;6;0;12;313;
4860;6;0;12;313;
4870;6;0;12;313;
4880;6;0;12;313;
4890;6;0;12;313;
4900;6;0;12;313;
4910;6;0;12;313;
4920;6;0;12;313;
4930;6;0;12;313;
4940;6;0;12;313;
4950;6;0;12;313;
4960;6;0;12;313;
4970;6;0;12;313;
4980;6;0;12;313;
4990;6;0;12;313;
5000;6;0;12;313;
5010;6;0;12;313;
5020;6;0;12;313;
5030;6;0;12;313;
5040;6;0;12;313;
5050;6;0;12;313;
5060;6;0;12;313;
5070;6;0;12;313;
5080;6;0;12;313;
5090;6;0;12;313;
5100;6;0;12;313;
5110;6;0;12;313;
5120;6;0;12;313;
5130;6;0;12;313;
5140;6;0;12;313;
5150;6;0;12;313;
5160;6;0;12;313;
5170;6;0;12;313;
5180;6;0;12;313;
5190;6;0;12;313;
5200;6;0;12;313;
5210;6;0;12;313;
5220;6;0;12;313;
5230;6;0;12;313;
5240;6;0;12;313;
5250;6;0;12;313;
5260;6;0;12;313;
5270;6;0;12;313;
5280;6;0;12;313;
5290;6;0;12;313;
5300;6;0;12;313;
5310;6;0;12;313;
5320;6;0;12;313;
5330;6;0;12;313;
5340;6;0;12;313;
5350;6;0;12;313;
5360;6;0;12;313;
5370;6;0;12;313;
5380;6;0;12;313;
5390;6;0;12;313;
5400;6;0;12;313;
5410;6;0;12;313;
5420;6;0;12;313;
5430;6;0;12;313;
5440;6;0;12;313;
5450;6;0;12;313;
5460;6;0;12;313;
5470;6;0;12;313;
5480;6;0;12;313;
5490;6;0;12;313;
5500;6;0;12;313;
5510;6;0;12;313;
5520;6;0;12;313;
5530;6;0;12;313;
5540;6;0;12;313;
5550;6;0;12;313;
5560;6;0;12;313;
5570;6;0;12;313;
5580;6;0;12;313;
5590;6;0;12;313;
5600;6;0;12;313;
5610;6;0;12;313;
5620;6;0;12;313;
5630;6;0;12;313;
5640;6;0;12;313;
5650;6;0;12;313;
5660;6;0;12;313;
5670;6;0;12;313;
5680;6;0;12;313;
5690;6;0;12;313;
5700;6;0;12;313;
5710;6;0;12;313;
5720;6;0;12;313;
5730;6;0;12;313;
5740;6;0;12;313;
5750;6;0;12;313;
5760;6;0;12;313;
5770;6;0;12;313;
5780;6;0;12;313;
5790;6;0;12;313;
5800;6;0;12;313;
5810;6;0;12;313;
5820;6;0;12;313;
5830;6;0;12;313;
5840;6;0;12;313;
5850;6;0;12;313;
5860;6;0;12;313;
5870;6;0;12;313;
5880;6;0;12;313;
5890;6;0;12;313;
5900;6;0;12;313;
5910;6;0;12;313;
5920;6;0;12;313;
5930;6;0;12;313;
5940;6;0;12;313;
5950;6;0;12;313;
5960;6;0;12;313;
5970;6;0;12;313;
5980;6;0;12;313;
5990;6;0;12;313;
6000;6;0;12;313;
6010;6;0;12;313;
6020;6;0;12;313;
6030;6;0;12;313;
6040;6;0;12;313;
6050;6;0;12;313;
6060;6;0;12;313;
6070;6;0;12;313;
6080;6;0;12;313;
6090;6;0;12;313;
6100;6;0;12;313;
6110;6;0;12;313;
6120;6;0;12;313;
6130;6;0;12;313;
6140;6;0;12;313;
6150;6;0;12;313;
6160;6;0;12;313;
6170;6;0;12;313;
6180;6;0;12;313;
6190;6;0;12;313;
6200;6;0;12;313;
6210;6;0;12;313;
6220;6;0;12;313;
6230;6;0;12;313;
6240;6;0;12;313;
6250;6;0;12;313;
6260;6;0;12;313;
6270;6;0;12;313;
6280;6;0;12;313;
6290;6;0;12;313;
6300;6;0;12;313;
6310;6;0;12;313;
6320;6;0;12;313;
6330;6;0;12;313;
6340;6;0;12;313;
6350;6;0;12;313;
6360;6;0;12;313;
6370;6;0;12;313;
6380;6;0;12;313;
6390;6;0;12;313;
6400;6;0;12;313;
6410;6;0;12;313;
6420;6;0;12;313;
6430;6;0;12;313;
6440;6;0;12;313;
6450;6;0;12;313;
6460;6;0;12;313;
6470;6;0;12;313;
6480;6;0;12;313;
6490;6;0;12;313;
6500;6;0;12;313;
6510;6;0;12;313;
6520;6;0;12;313;
6530;6;0;12;313;
6540;6;0;12;313;
6550;6;0;12;313;
6560;6;0;12;313;
6570;6;0;12;313;
6580;6;0;12;313;
6590;6;0;12;313;
6600;6;0;12;313;
6610;6;0;12;313;
6620;6;0;12;313;
6630;6;0;12;313;
6640;6;0;12;313;
6650;6;0;12;313;
6660;6;0;12;313;
6670;6;0;12;313;
6680;6;0;12;313;
6690;6;0;12;313;
6700;6;0;12;313;
6710;6;0;12;313;
6720;6;0;12;313;
6730;6;0;12;313;
6740;6;0;12;313;
6750;6;0;12;313;
6760;6;0;12;313;
6770;6;0;12;313;
6780;6;0;12;313;
6790;6;0;12;313;
6800;6;0;12;313;
6810;6;0;12;313;
6820;6;0;12;313;
6830;6;0;12;313;
6840;6;0;12;313;
6850;6;0;12;313;
6860;6;0;12;313;
6870;6;0;12;313;
6880;6;0;12;313;
6890;6;0;12;313;
6900;6;0;12;313;
6910;6;0;12;313;
6920;6;0;12;313;
6930;6;0;12;313;
6940;6;0;12;313;
6950;6;0;12;313;
6960;6;0;12;313;
6970;6;0;12;313;
6980;6;0;12;313;
6990;6;0;12;313;
7000;6;0;12;313;
7010;6;0;12;313;
7020;6;0;12;313;
7030;6;0;12;313;
7040;6;0;12;313;
7050;6;0;12;313;
7060;6;0;12;313;
7070;6;0;12;313;
7080;6;0;12;313;
7090;6;0;12;313;
7100;6;0;12;313;
7110;6;0;13;313;
7120;6;0;12;313;
7130;6;0;13;313;
7140;6;0;13;313;
7150;6;0;13;313;
7160;6;0;13;313;
7170;6;0;13;313;
7180;6;0;13;313;
7190;6;0;13;313;
7200;6;0;13;313;
7210;6;0;13;313;
7220;6;0;13;313;
7230;6;0;13;313;
7240;6;0;13;313;
7250;6;0;13;313;
7260;6;0;13;313;
7270;6;0;13;313;
7280;6;0;13;379;
7290;6;0;13;379;
7300;6;0;13;379;
7310;6;0;13;379;
7320;6;0;13;379;
7330;6;0;13;379;
7340;6;0;13;379;
7350;6;0;13;379;
7360;6;0;13;379;
7370;6;0;13;379;
7380;6;0;13;379;
7390;6;0;13;379;
7400;6;0;13;379;
7410;6;0;13;379;
7420;6;0;13;448;
7430;6;0;13;448;
7440;6;0;13;448;
7450;6;0;13;448;
7460;6;0;13;448;
7470;6;0;13;448;
7480;6;0;13;448;
7490;6;0;13;448;
7500;6;0;13;448;
7510;6;0;13;448;
7520;6;0;13;448;
7530;6;0;13;448;
7540;6;0;13;448;
7550;6;0;13;448;
7560;6;0;13;448;
7570;6;0;13;448;
7580;6;0;13;448;
7590;6;0;13;448;
7600;6;0;13;448;
7610;6;0;13;448;
7620;6;0;13;448;
7630;6;0;13;448;
7640;6;0;13;448;
7650;6;0;13;448;
7660;6;0;13;448;
7670;6;0;13;448;
7680;6;0;13;448;
7690;6;0;13;448;
7700;6;0;13;448;
7710;6;0;13;448;
7720;6;0;13;448;
7730;6;0;13;448;
7740;6;0;13;448;
7750;6;0;13;448;
7760;6;0;13;448;
7770;6;0;13;448;
7780;6;0;13;448;
7790;6;0;13;448;
7800;6;0;13;448;
7810;6;0;13;448;
7820;6;0;13;448;
7830;6;0;13;448;
7840;6;0;13;448;
7850;6;0;13;448;
7860;6;0;13;448;
7870;6;0;13;448;
7880;6;0;13;448;
7890;6;0;13;448;
7900;6;0;13;448;
7910;6;0;13;448;
7920;6;0;13;448;
7930;6;0;13;448;
7940;6;0;13;448;
7950;6;0;13;448;
7960;6;0;13;448;
7970;6;0;13;448;
7980;6;0;13;448;
7990;6;0;13;448;
8000;6;0;13;448;
8010;6;0;13;448;
8020;6;0;13;448;
8030;6;0;13;448;
8040;6;0;13;448;
8050;6;0;13;448;
8060;6;0;13;448;
8070;6;0;13;448;
8080;6;0;13;448;
8090;6;0;13;448;
8100;6;0;13;448;
8110;6;0;13;448;
8120;6;0;13;448;
8130;6;0;13;448;
8140;6;0;13;448;
8150;6;0;13;448;
8160;6;0;13;448;
8170;6;0;13;448;
8180;6;0;13;448;
8190;6;0;13;448;
8200;6;0;13;448;
8210;6;0;13;448;
8220;6;0;13;448;
8230;6;0;13;448;
8240;6;0;13;448;
8250;6;0;13;448;
8260;6;0;13;448;
8270;6;0;13;448;
8280;6;0;13;448;
8290;6;0;13;448;
8300;6;0;13;448;
8310;6;0;13;448;
8320;6;0;13;448;
8330;6;0;13;448;
8340;6;0;13;448;
8350;6;0;13;448;
8360;6;0;13;448;
8370;6;0;13;448;
8380;6;0;13;448;
8390;6;0;13;448;
8400;6;0;13;448;
8410;6;0;13;448;
8420;6;0;13;448;
8430;6;0;14;448;
8440;6;0;13;448;
8450;6;0;14;448;
8460;6;0;13;448;
8470;6;0;13;448;
8480;6;0;13;448;
8490;6;0;13;448;
8500;6;0;13;448;
8510;6;0;13;448;
8520;6;0;13;448;
8530;6;0;13;448;
8540;6;0;13;448;
8550;6;0;13;448;
8560;6;0;13;448;
8570;6;0;14;448;
8580;6;0;14;448;
8590;6;0;14;448;
8600;6;0;14;448;
8610;6;0;14;448;
8620;6;0;14;448;
8630;6;0;14;448;
8640;6;0;14;448;
8650;6;0;14;448;
8660;6;0;14;448;
8670;6;0;14;448;
8680;6;0;14;448;
8690;6;0;14;448;
8700;6;0;14;448;
8710;6;0;14;448;
8720;6;0;14;448;
8730;6;0;14;448;
8740;6;0;14;448;
8750;6;0;14;448;
8760;6;0;14;448;
8770;6;0;14;448;
8780;6;0;14;448;
8790;6;0;14;448;
8800;6;0;14;448;
8810;6;0;14;448;
8820;6;0;14;448;
8830;6;0;14;448;
8840;6;0;14;448;
8850;6;0;14;448;
8860;6;0;14;448;
8870;6;0;14;448;
8880;6;0;14;448;
8890;6;0;14;448;
8900;6;0;14;448;
8910;6;0;14;448;
8920;6;0;14;448;
8930;6;0;14;448;
8940;6;0;14;448;
8950;6;0;14;448;
8960;6;0;14;448;
8970;6;0;14;448;
8980;6;0;14;448;
8990;6;0;14;448;
9000;6;0;14;448;
9010;6;0;14;448;
9020;6;0;14;448;
9030;6;0;14;448;
9040;6;0;14;448;
9050;6;0;14;448;
9060;6;0;14;448;
9070;6;0;14;448;
9080;6;0;14;448;
9090;6;0;14;448;
9100;6;0;14;448;
9110;6;0;14;448;
9120;6;0;14;448;
9130;6;0;14;448;
9140;6;0;14;448;
9150;6;0;14;448;
9160;6;0;14;448;
9170;6;0;14;448;
9180;6;0;14;448;
9190;6;0;14;448;
9200;6;0;14;448;
9210;6;0;14;448;
9220;6;0;14;448;
9230;6;0;14;448;
9240;6;0;14;448;
9250;6;0;14;448;
9260;6;0;14;448;
9270;6;0;14;448;
9280;6;0;14;448;
9290;6;0;14;448;
9300;6;0;14;448;
9310;6;0;14;448;
9320;6;0;14;448;
9330;6;0;14;448;
9340;6;0;14;448;
9350;6;0;14;448;
9360;6;0;14;448;
9370;6;0;14;448;
9380;6;0;14;448;
9390;6;0;14;448;
9400;6;0;14;448;
9410;6;0;14;448;
9420;6;0;14;448;
9430;6;0;14;448;
9440;6;0;14;448;
9450;6;0;14;448;
9460;6;0;14;448;
9470;6;0;14;448;
9480;6;0;14;448;
9490;6;0;14;448;
9500;6;0;14;448;
9510;6;0;14;448;
9520;6;0;14;448;
9530;6;0;14;448;
9540;6;0;14;448;
9550;6;0;14;448;
9560;6;0;14;448;
9570;6;0;14;448;
9580;6;0;14;448;
9590;6;0;14;448;
9600;6;0;14;448;
9610;6;0;14;448;
9620;6;0;14;448;
9630;6;0;14;448;
9640;6;0;14;448;
9650;6;0;14;448;
9660;6;0;14;448;
9670;6;0;14;448;
9680;6;0;14;448;
9690;6;0;14;448;
9700;6;0;14;448;
9710;6;0;14;448;
9720;6;0;14;448;
9730;6;0;14;448;
9740;6;0;14;448;
9750;6;0;14;448;
9760;6;0;14;448;
9770;6;0;14;448;
9780;6;0;14;448;
9790;6;0;14;448;
9800;6;0;14;448;
9810;6;0;14;448;
9820;6;0;14;448;
9830;6;0;14;448;
9840;6;0;14;448;
9850;6;0;14;448;
9860;6;0;14;448;
9870;6;0;14;448;
9880;6;0;14;448;
9890;6;0;14;448;
9900;6;0;14;448;
9910;6;0;14;448;
9920;6;0;14;448;
9930;6;0;14;448;
9940;6;0;14;448;
9950;6;0;14;448;
9960;6;0;14;448;
9970;6;0;14;448;
9980;6;0;14;448;
9990;6;0;14;448;
10000;6;0;14;448;
10010;6;0;14;448;
10020;6;0;14;448;
10030;6;0;14;448;
10040;6;0;14;448;
10050;6;0;14;448;
10060;6;0;14;448;
10070;6;0;14;448;
10080;6;0;14;448;
10090;6;0;14;448;
10100;6;0;14;448;
10110;6;0;14;448;
10120;6;0;14;448;
10130;6;0;14;448;
10140;6;0;14;448;
10150;6;0;14;448;
10160;6;0;14;448;
10170;6;0;14;448;
10180;6;0;14;448;
10190;6;0;14;448;
10200;6;0;14;448;
10210;6;0;14;448;
10220;6;0;14;448;
10230;6;0;14;448;
10240;6;0;14;448;
10250;6;0;14;448;
10260;6;0;14;448;
10270;6;0;14;448;
10280;6;0;14;448;
10290;6;0;14;448;
10300;6;0;14;448;
10310;6;0;14;448;
10320;6;0;14;448;
10330;6;0;14;448;
10340;6;0;14;448;
10350;6;0;14;448;
10360;6;0;14;448;
10370;6;0;14;448;
10380;6;0;14;448;
10390;6;0;14;448;
10400;6;0;14;448;
10410;6;0;14;448;
10420;6;0;14;448;
10430;6;0;14;448;
10440;6;0;14;448;
10450;6;0;14;448;
10460;6;0;14;448;
10470;6;0;14;448;
10480;6;0;14;448;
10490;6;0;14;448;
10500;6;0;14;448;
10510;6;0;14;448;
10520;6;0;14;448;
10530;6;0;14;448;
10540;6;0;14;448;
10550;6;0;14;448;
10560;6;0;14;448;
10570;6;0;14;448;
10580;6;0;14;448;
10590;6;0;14;448;
10600;6;0;14;448;
10610;6;0;14;448;
10620;6;0;14;448;
10630;6;0;14;448;
10640;6;0;14;448;
10650;6;0;14;448;
10660;6;0;14;448;
10670;6;0;14;448;
10680;6;0;14;448;
10690;6;0;14;448;
10700;6;0;14;448;
10710;6;0;14;448;
10720;6;0;14;448;
10730;6;0;14;448;
10740;6;0;14;448;
10750;6;0;14;448;
10760;6;0;14;448;
10770;6;0;14;448;
10780;6;0;14;448;
10790;6;0;14;448;
10800;6;0;14;448;
10810;6;0;14;448;
10820;6;0;14;448;
10830;6;0;14;448;
10840;6;0;14;448;
10850;6;0;14;448;
10860;6;0;14;448;
10870;6;0;14;448;
10880;6;0;14;448;
10890;6;0;14;448;
10900;6;0;14;448;
10910;6;0;14;448;
10920;6;0;14;448;
10930;6;0;14;448;
10940;6;0;14;448;
10950;6;0;14;448;
10960;6;0;14;448;
10970;6;0;14;448;
10980;6;0;14;448;
10990;6;0;14;448;
11000;6;0;14;448;
11010;6;0;14;448;
11020;6;0;14;448;
11030;6;0;14;448;
11040;6;0;14;448;
11050;6;0;14;448;
11060;6;0;14;448;
11070;6;0;14;448;
11080;6;0;14;448;
11090;6;0;14;448;
11100;6;0;14;448;
11110;6;0;14;448;
11120;6;0;14;448;
11130;6;0;14;448;
11140;6;0;14;448;
11150;6;0;14;448;
11160;6;0;14;448;
11170;6;0;14;448;
11180;6;0;14;448;
11190;6;0;14;448;
11200;6;0;14;448;
11210;6;0;14;448;
11220;6;0;14;448;
11230;6;0;14;448;
11240;6;0;14;448;
11250;6;0;14;448;
11260;6;0;14;448;
11270;6;0;14;448;
11280;6;0;14;448;
11290;6;0;14;448;
11300;6;0;14;448;
11310;6;0;14;448;
11320;6;0;14;448;
11330;6;0;14;448;
11340;6;0;14;448;
11350;6;0;14;448;
11360;6;0;14;448;
11370;6;0;14;448;
11380;6;0;14;448;
11390;6;0;14;448;
11400;6;0;14;448;
11410;6;0;14;448;
11420;6;0;14;448;
11430;6;0;14;448;
11440;6;0;14;448;
11450;6;0;14;448;
11460;6;0;14;448;
11470;6;0;14;448;
11480;6;0;14;448;
11490;6;0;14;448;
11500;6;0;14;448;
11510;6;0;14;448;
11520;6;0;14;448;
11530;6;0;14;448;
11540;6;0;14;448;
11550;6;0;14;448;
11560;6;0;14;448;
11570;6;0;14;448;
11580;6;0;14;448;
11590;6;0;14;448;
11600;6;0;14;448;
11610;6;0;14;448;
11620;6;0;14;448;
11630;6;0;14;448;
11640;6;0;14;448;
11650;6;0;14;448;
11660;6;0;14;448;
11670;6;0;14;448;
11680;6;0;14;448;
11690;6;0;14;448;
11700;6;0;14;448;
11710;6;0;14;448;
